"FON_FONDSID";"DATUM";"KOERS";"KOERS";"KOERS";"KOERS";"OMZET"
"3831";"2016-09-12";"18028.95000";"18358.69000";"17994.84000";"18325.07000";"0"
"3831";"2016-09-13";"18262.99000";"18262.99000";"18028.06000";"18066.75000";"0"
"3831";"2016-09-14";"18073.39000";"18163.48000";"17992.21000";"18034.77000";"0"
"3831";"2016-09-15";"18024.91000";"18250.11000";"18015.49000";"18212.48000";"0"
"3831";"2016-09-16";"18123.80000";"18123.80000";"18123.80000";"18123.80000";"0"
"3831";"2016-09-19";"18154.82000";"18254.88000";"18093.05000";"18120.17000";"0"
"3831";"2016-09-20";"18175.36000";"18227.21000";"18128.80000";"18129.96000";"0"
"3831";"2016-09-21";"18164.96000";"18307.43000";"18121.57000";"18293.70000";"0"
"3831";"2016-09-22";"18343.76000";"18449.88000";"18343.76000";"18392.46000";"0"
"3831";"2016-09-23";"18377.36000";"18383.76000";"18254.84000";"18261.45000";"0"
"3831";"2016-09-26";"18217.76000";"18217.76000";"18083.32000";"18094.83000";"0"
"3831";"2016-09-27";"18099.21000";"18238.10000";"18052.16000";"18228.30000";"0"
"3831";"2016-09-28";"18240.22000";"18349.86000";"18179.34000";"18339.24000";"0"
"3831";"2016-09-29";"18322.88000";"18366.23000";"18091.64000";"18143.45000";"0"
"3831";"2016-09-30";"18181.80000";"18369.62000";"18181.80000";"18308.15000";"0"
"3831";"2016-10-03";"18279.60000";"18279.80000";"18203.75000";"18253.85000";"0"
"3831";"2016-10-04";"18267.68000";"18313.77000";"18116.26000";"18168.45000";"0"
"3831";"2016-10-05";"18205.50000";"18315.82000";"18205.50000";"18281.03000";"0"
"3831";"2016-10-06";"18280.42000";"18288.12000";"18162.97000";"18268.50000";"0"
"3831";"2016-10-07";"18295.35000";"18319.73000";"18149.35000";"18240.49000";"0"
"3831";"2016-10-10";"18282.95000";"18399.96000";"18282.95000";"18329.04000";"0"
"3831";"2016-10-11";"18308.43000";"18312.33000";"18061.96000";"18128.66000";"0"
"3831";"2016-10-12";"18132.63000";"18193.96000";"18082.09000";"18144.20000";"0"
"3831";"2016-10-13";"18088.32000";"18137.70000";"17959.95000";"18098.94000";"0"
"3831";"2016-10-14";"18177.35000";"18261.11000";"18138.38000";"18138.38000";"0"
"3831";"2016-10-17";"18135.85000";"18162.28000";"18063.02000";"18086.40000";"0"
"3831";"2016-10-18";"18145.06000";"18225.80000";"18129.45000";"18161.94000";"0"
"3831";"2016-10-19";"18178.21000";"18252.20000";"18169.25000";"18202.62000";"0"
"3831";"2016-10-20";"18161.87000";"18249.05000";"18129.07000";"18162.35000";"0"
"3831";"2016-10-21";"18152.63000";"18168.76000";"18049.77000";"18145.71000";"0"
"3831";"2016-10-24";"18197.14000";"18275.04000";"18191.18000";"18223.03000";"0"
"3831";"2016-10-25";"18206.52000";"18241.69000";"18151.70000";"18169.27000";"0"
"3831";"2016-10-26";"18103.80000";"18236.04000";"18062.30000";"18199.33000";"0"
"3831";"2016-10-27";"18234.81000";"18253.20000";"18149.20000";"18169.68000";"0"
"3831";"2016-10-28";"18193.79000";"18257.06000";"18094.97000";"18161.19000";"0"
"3831";"2016-10-31";"18176.60000";"18193.68000";"18130.58000";"18142.42000";"0"
"3831";"2016-11-01";"18158.24000";"18177.01000";"17940.84000";"18037.10000";"0"
"3831";"2016-11-02";"18017.72000";"18044.15000";"17931.89000";"17959.64000";"0"
"3831";"2016-11-03";"17978.75000";"18006.96000";"17904.07000";"17930.67000";"0"
"3831";"2016-11-04";"17928.35000";"17986.76000";"17883.56000";"17888.28000";"0"
"3831";"2016-11-07";"17994.64000";"18263.30000";"17994.64000";"18259.60000";"0"
"3831";"2016-11-08";"18251.38000";"18400.50000";"18200.75000";"18332.74000";"0"
"3831";"2016-11-09";"18317.26000";"18650.06000";"18252.55000";"18589.69000";"0"
"3831";"2016-11-10";"18603.14000";"18873.66000";"18603.14000";"18807.88000";"0"
"3831";"2016-11-11";"18781.65000";"18855.78000";"18736.96000";"18847.66000";"0"
"3831";"2016-11-14";"18876.77000";"18934.05000";"18815.75000";"18868.69000";"0"
"3831";"2016-11-15";"18858.21000";"18925.26000";"18806.06000";"18923.06000";"0"
"3831";"2016-11-16";"18909.85000";"18909.85000";"18825.89000";"18868.14000";"0"
"3831";"2016-11-17";"18866.22000";"18904.03000";"18845.27000";"18903.82000";"0"
"3831";"2016-11-18";"18905.33000";"18915.74000";"18853.83000";"18867.93000";"0"
"3831";"2016-11-21";"18898.68000";"18960.76000";"18883.10000";"18956.69000";"0"
"3831";"2016-11-22";"18970.39000";"19043.90000";"18962.82000";"19023.87000";"0"
"3831";"2016-11-23";"19015.52000";"19083.76000";"19000.38000";"19083.18000";"0"
"3831";"2016-11-25";"19093.72000";"19152.14000";"19093.72000";"19152.14000";"0"
"3831";"2016-11-28";"19122.14000";"19138.72000";"19072.25000";"19097.90000";"0"
"3831";"2016-11-29";"19064.07000";"19144.40000";"19062.22000";"19121.60000";"0"
"3831";"2016-11-30";"19135.64000";"19225.29000";"19123.38000";"19123.58000";"0"
"3831";"2016-12-01";"19149.20000";"19214.30000";"19138.79000";"19191.93000";"0"
"3831";"2016-12-02";"19161.25000";"19196.14000";"19141.18000";"19170.42000";"0"
"3831";"2016-12-05";"19244.35000";"19274.85000";"19186.73000";"19216.24000";"0"
"3831";"2016-12-06";"19219.91000";"19255.89000";"19184.74000";"19251.78000";"0"
"3831";"2016-12-07";"19241.99000";"19558.42000";"19229.83000";"19549.62000";"0"
"3831";"2016-12-08";"19559.94000";"19664.97000";"19527.83000";"19614.81000";"0"
"3831";"2016-12-09";"19631.35000";"19757.74000";"19623.19000";"19756.85000";"0"
"3831";"2016-12-12";"19770.20000";"19824.59000";"19747.74000";"19796.43000";"0"
"3831";"2016-12-13";"19852.21000";"19953.75000";"19846.45000";"19911.21000";"0"
"3831";"2016-12-14";"19876.13000";"19966.43000";"19748.67000";"19792.53000";"0"
"3831";"2016-12-15";"19811.50000";"19951.29000";"19811.50000";"19852.24000";"0"
"3831";"2016-12-16";"19909.01000";"19923.17000";"19821.00000";"19843.41000";"0"
"3831";"2016-12-19";"19836.66000";"19917.78000";"19832.95000";"19883.06000";"0"
"3831";"2016-12-20";"19920.59000";"19987.63000";"19920.42000";"19974.62000";"0"
"3831";"2016-12-21";"19968.97000";"19986.56000";"19941.96000";"19941.96000";"0"
"3831";"2016-12-22";"19922.68000";"19933.83000";"19882.19000";"19918.88000";"0"
"3831";"2016-12-23";"19908.61000";"19934.15000";"19899.06000";"19933.81000";"0"
"3831";"2016-12-27";"19943.46000";"19980.24000";"19939.80000";"19945.04000";"0"
"3831";"2016-12-28";"19964.31000";"19981.11000";"19827.31000";"19833.68000";"0"
"3831";"2016-12-29";"19835.46000";"19878.44000";"19788.94000";"19819.78000";"0"
"3831";"2016-12-30";"19833.17000";"19852.55000";"19718.67000";"19762.60000";"0"
"3831";"2017-01-03";"19872.86000";"19938.53000";"19775.93000";"19881.76000";"0"
"3831";"2017-01-04";"19890.94000";"19956.14000";"19878.83000";"19942.16000";"0"
"3831";"2017-01-05";"19924.56000";"19948.60000";"19811.12000";"19899.29000";"0"
"3831";"2017-01-06";"19906.96000";"19999.63000";"19834.08000";"19963.80000";"0"
"3831";"2017-01-09";"19931.41000";"19943.78000";"19887.38000";"19887.38000";"0"
"3831";"2017-01-10";"19876.35000";"19957.12000";"19836.03000";"19855.53000";"0"
"3831";"2017-01-11";"19887.38000";"19973.42000";"19833.16000";"19954.28000";"0"
"3831";"2017-01-12";"19926.21000";"19929.29000";"19770.47000";"19891.00000";"0"
"3831";"2017-01-13";"19912.54000";"19952.03000";"19849.38000";"19885.73000";"0"
"3831";"2017-01-17";"19848.82000";"19882.99000";"19775.35000";"19826.77000";"0"
"3831";"2017-01-18";"19822.73000";"19828.20000";"19739.00000";"19804.72000";"0"
"3831";"2017-01-19";"19813.55000";"19824.14000";"19677.94000";"19732.40000";"0"
"3831";"2017-01-20";"19795.06000";"19843.94000";"19759.14000";"19827.25000";"0"
"3831";"2017-01-23";"19794.79000";"19833.98000";"19732.36000";"19799.85000";"0"
"3831";"2017-01-24";"19794.68000";"19949.24000";"19786.71000";"19912.71000";"0"
"3831";"2017-01-25";"19994.48000";"20082.00000";"19994.48000";"20068.51000";"0"
"3831";"2017-01-26";"20076.25000";"20125.58000";"20067.53000";"20100.91000";"0"
"3831";"2017-01-27";"20103.36000";"20115.97000";"20072.64000";"20093.78000";"0"
"3831";"2017-01-30";"20028.62000";"20028.62000";"19870.39000";"19971.13000";"0"
"3831";"2017-01-31";"19913.16000";"19918.17000";"19784.77000";"19864.09000";"0"
"3831";"2017-02-01";"19923.81000";"19967.73000";"19845.99000";"19890.94000";"0"
"3831";"2017-02-02";"19858.34000";"19922.75000";"19831.09000";"19884.91000";"0"
"3831";"2017-02-03";"19964.21000";"20081.48000";"19964.21000";"20071.46000";"0"
"3831";"2017-02-06";"20025.61000";"20094.95000";"20002.81000";"20052.42000";"0"
"3831";"2017-02-07";"20107.62000";"20155.35000";"20068.68000";"20090.29000";"0"
"3831";"2017-02-08";"20049.29000";"20068.28000";"20015.33000";"20054.34000";"0"
"3831";"2017-02-09";"20061.73000";"20206.36000";"20061.73000";"20172.40000";"0"
"3831";"2017-02-10";"20211.23000";"20298.21000";"20204.76000";"20269.37000";"0"
"3831";"2017-02-13";"20338.54000";"20441.48000";"20322.95000";"20412.16000";"0"
"3831";"2017-02-14";"20374.22000";"20504.41000";"20374.02000";"20504.41000";"0"
"3831";"2017-02-15";"20504.27000";"20620.45000";"20496.03000";"20611.86000";"0"
"3831";"2017-02-16";"20627.31000";"20639.87000";"20556.83000";"20619.77000";"0"
"3831";"2017-02-17";"20564.13000";"20624.05000";"20532.61000";"20624.05000";"0"
"3831";"2017-02-21";"20663.43000";"20757.64000";"20663.37000";"20743.00000";"0"
"3831";"2017-02-22";"20715.41000";"20781.59000";"20692.39000";"20775.60000";"0"
"3831";"2017-02-23";"20817.21000";"20840.70000";"20746.41000";"20810.32000";"0"
"3831";"2017-02-24";"20751.91000";"20821.76000";"20733.95000";"20821.76000";"0"
"3831";"2017-02-27";"20808.71000";"20851.33000";"20774.76000";"20837.44000";"0"
"3831";"2017-02-28";"20833.88000";"20841.24000";"20781.21000";"20812.24000";"0"
"3831";"2017-03-01";"20957.29000";"21169.11000";"20957.29000";"21115.55000";"0"
"3831";"2017-03-02";"21128.91000";"21129.20000";"20996.61000";"21002.97000";"0"
"3831";"2017-03-03";"21008.75000";"21039.96000";"20953.86000";"21005.71000";"0"
"3831";"2017-03-06";"20955.71000";"20986.43000";"20912.11000";"20954.34000";"0"
"3831";"2017-03-07";"20934.89000";"20970.54000";"20901.26000";"20924.76000";"0"
"3831";"2017-03-08";"20940.44000";"20951.44000";"20835.58000";"20855.73000";"0"
"3831";"2017-03-09";"20864.32000";"20900.57000";"20777.16000";"20858.19000";"0"
"3831";"2017-03-10";"20919.01000";"20940.29000";"20827.66000";"20902.98000";"0"
"3831";"2017-03-13";"20899.28000";"20926.06000";"20845.71000";"20881.48000";"0"
"3831";"2017-03-14";"20848.60000";"20874.00000";"20786.31000";"20837.37000";"0"
"3831";"2017-03-15";"20874.78000";"20977.47000";"20859.60000";"20950.10000";"0"
"3831";"2017-03-16";"20969.27000";"21000.11000";"20893.50000";"20934.55000";"0"
"3831";"2017-03-17";"20965.37000";"20980.51000";"20911.07000";"20914.62000";"0"
"3831";"2017-03-20";"20916.27000";"20955.45000";"20885.70000";"20905.86000";"0"
"3831";"2017-03-21";"20956.33000";"20970.04000";"20653.26000";"20668.01000";"0"
"3831";"2017-03-22";"20640.42000";"20686.21000";"20578.95000";"20661.30000";"0"
"3831";"2017-03-23";"20645.07000";"20757.89000";"20618.62000";"20656.58000";"0"
"3831";"2017-03-24";"20674.45000";"20718.33000";"20529.67000";"20596.72000";"0"
"3831";"2017-03-27";"20488.35000";"20578.46000";"20412.80000";"20550.98000";"0"
"3831";"2017-03-28";"20542.14000";"20735.61000";"20520.10000";"20701.50000";"0"
"3831";"2017-03-29";"20675.75000";"20684.73000";"20625.03000";"20659.32000";"0"
"3831";"2017-03-30";"20662.79000";"20753.78000";"20643.60000";"20728.49000";"0"
"3831";"2017-03-31";"20700.34000";"20722.59000";"20660.68000";"20663.22000";"0"
"3831";"2017-04-03";"20665.17000";"20692.34000";"20517.82000";"20650.21000";"0"
"3831";"2017-04-04";"20634.94000";"20701.29000";"20605.30000";"20689.24000";"0"
"3831";"2017-04-05";"20745.06000";"20887.50000";"20639.55000";"20648.15000";"0"
"3831";"2017-04-06";"20653.77000";"20746.46000";"20612.17000";"20662.95000";"0"
"3831";"2017-04-07";"20647.81000";"20726.07000";"20606.95000";"20656.10000";"0"
"3831";"2017-04-10";"20668.22000";"20750.33000";"20614.86000";"20658.02000";"0"
"3831";"2017-04-11";"20644.32000";"20660.03000";"20512.56000";"20651.30000";"0"
"3831";"2017-04-12";"20637.95000";"20642.54000";"20553.03000";"20591.86000";"0"
"3831";"2017-04-13";"20561.69000";"20612.27000";"20453.25000";"20453.25000";"0"
"3831";"2017-04-17";"20484.75000";"20644.41000";"20484.75000";"20636.92000";"0"
"3831";"2017-04-18";"20561.39000";"20600.12000";"20462.28000";"20523.28000";"0"
"3831";"2017-04-19";"20503.52000";"20546.69000";"20379.55000";"20404.49000";"0"
"3831";"2017-04-20";"20406.68000";"20629.78000";"20406.68000";"20578.71000";"0"
"3831";"2017-04-21";"20578.10000";"20601.40000";"20505.33000";"20547.76000";"0"
"3831";"2017-04-24";"20723.59000";"20792.20000";"20723.59000";"20763.89000";"0"
"3831";"2017-04-25";"20915.51000";"21026.97000";"20909.38000";"20996.12000";"0"
"3831";"2017-04-26";"21009.95000";"21070.90000";"20972.27000";"20975.09000";"0"
"3831";"2017-04-27";"20991.12000";"21005.80000";"20935.80000";"20981.33000";"0"
"3831";"2017-04-28";"20987.39000";"20987.76000";"20926.75000";"20940.51000";"0"
"3831";"2017-05-01";"20962.73000";"20976.62000";"20898.38000";"20913.46000";"0"
"3831";"2017-05-02";"20941.19000";"20960.92000";"20904.06000";"20949.89000";"0"
"3831";"2017-05-03";"20915.00000";"20972.74000";"20874.18000";"20957.90000";"0"
"3831";"2017-05-04";"20987.83000";"20990.79000";"20847.95000";"20951.47000";"0"
"3831";"2017-05-05";"20929.04000";"21006.94000";"20905.00000";"21006.94000";"0"
"3831";"2017-05-08";"20991.26000";"21017.89000";"20971.05000";"21012.28000";"0"
"3831";"2017-05-09";"21022.28000";"21046.85000";"20938.04000";"20975.78000";"0"
"3831";"2017-05-10";"20958.49000";"20976.28000";"20884.15000";"20943.11000";"0"
"3831";"2017-05-11";"20925.72000";"20933.36000";"20798.90000";"20919.42000";"0"
"3831";"2017-05-12";"20893.19000";"20916.10000";"20869.74000";"20896.61000";"0"
"3831";"2017-05-15";"20923.63000";"21000.83000";"20923.63000";"20981.94000";"0"
"3831";"2017-05-16";"20984.48000";"21033.53000";"20932.88000";"20979.75000";"0"
"3831";"2017-05-17";"20846.17000";"20846.17000";"20601.08000";"20606.93000";"0"
"3831";"2017-05-18";"20579.65000";"20759.20000";"20553.45000";"20663.02000";"0"
"3831";"2017-05-19";"20698.28000";"20857.13000";"20687.94000";"20804.84000";"0"
"3831";"2017-05-22";"20867.77000";"20914.26000";"20860.16000";"20894.83000";"0"
"3831";"2017-05-23";"20908.67000";"20961.14000";"20896.22000";"20937.91000";"0"
"3831";"2017-05-24";"20949.21000";"21022.82000";"20933.58000";"21012.42000";"0"
"3831";"2017-05-25";"21062.96000";"21112.32000";"21051.41000";"21082.95000";"0"
"3831";"2017-05-26";"21070.15000";"21092.82000";"21050.49000";"21080.28000";"0"
"3831";"2017-05-30";"21045.49000";"21063.62000";"21009.60000";"21029.47000";"0"
"3831";"2017-05-31";"21048.46000";"21051.70000";"20942.57000";"21008.65000";"0"
"3831";"2017-06-01";"21136.00000";"21140.00000";"20986.00000";"21132.00000";"0"
"3831";"2017-06-02";"21191.00000";"21227.00000";"21125.00000";"21201.00000";"0"
"3831";"2017-06-05";"21177.00000";"21220.00000";"21164.00000";"21185.00000";"0"
"3831";"2017-06-06";"21145.00000";"21175.00000";"21114.00000";"21149.00000";"0"
"3831";"2017-06-07";"21166.00000";"21188.00000";"21108.00000";"21166.00000";"0"
"3831";"2017-06-08";"21139.00000";"21270.00000";"21133.00000";"21198.00000";"0"
"3831";"2017-06-09";"21193.00000";"21301.00000";"21152.00000";"21245.00000";"0"
"3831";"2017-06-12";"21225.00000";"21267.00000";"21181.00000";"21230.00000";"0"
"3831";"2017-06-13";"21322.00000";"21336.00000";"21241.00000";"21327.00000";"0"
"3831";"2017-06-14";"21322.00000";"21388.00000";"21289.00000";"21363.00000";"0"
"3831";"2017-06-15";"21314.00000";"21328.00000";"21218.00000";"21317.00000";"0"
"3831";"2017-06-16";"21353.00000";"21366.00000";"21264.00000";"21359.00000";"0"
"3831";"2017-06-19";"21471.00000";"21480.00000";"21366.00000";"21468.00000";"0"
"3831";"2017-06-20";"21422.00000";"21487.00000";"21416.00000";"21431.00000";"0"
"3831";"2017-06-21";"21362.00000";"21450.00000";"21341.00000";"21362.00000";"0"
"3831";"2017-06-22";"21350.00000";"21408.00000";"21343.00000";"21351.00000";"0"
"3831";"2017-06-23";"21368.00000";"21376.00000";"21282.00000";"21315.00000";"0"
"3831";"2017-06-26";"21365.00000";"21454.00000";"21328.00000";"21369.00000";"0"
"3831";"2017-06-27";"21268.00000";"21389.00000";"21265.00000";"21275.00000";"0"
"3831";"2017-06-28";"21427.00000";"21437.00000";"21253.00000";"21431.00000";"0"
"3831";"2017-06-29";"21264.00000";"21451.00000";"21138.00000";"21267.00000";"0"
"3831";"2017-06-30";"21266.00000";"21366.00000";"21232.00000";"21322.00000";"0"
"3831";"2017-07-03";"21420.00000";"21508.00000";"21334.00000";"21426.00000";"0"
"3831";"2017-07-05";"21420.00000";"21459.00000";"21348.00000";"21427.00000";"0"
"3831";"2017-07-06";"21279.00000";"21423.00000";"21257.00000";"21285.00000";"0"
"3831";"2017-07-07";"21278.00000";"21377.00000";"21264.00000";"21371.00000";"0"
"3831";"2017-07-10";"21352.00000";"21395.00000";"21315.00000";"21358.00000";"0"
"3831";"2017-07-11";"21381.00000";"21389.00000";"21226.00000";"21378.00000";"0"
"3831";"2017-07-12";"21483.00000";"21531.00000";"21364.00000";"21488.00000";"0"
"3831";"2017-07-13";"21515.00000";"21519.00000";"21459.00000";"21511.00000";"0"
"3831";"2017-07-14";"21513.00000";"21628.00000";"21470.00000";"21604.00000";"0"
"3831";"2017-07-17";"21589.00000";"21621.00000";"21561.00000";"21586.00000";"0"
"3831";"2017-07-18";"21518.00000";"21609.00000";"21416.00000";"21519.00000";"0"
"3831";"2017-07-19";"21581.00000";"21605.00000";"21505.00000";"21593.00000";"0"
"3831";"2017-07-20";"21579.00000";"21624.00000";"21525.00000";"21586.00000";"0"
"3831";"2017-07-21";"21577.00000";"21590.00000";"21451.00000";"21519.00000";"0"
"3831";"2017-07-24";"21495.00000";"21529.00000";"21444.00000";"21495.00000";"0"
"3831";"2017-07-25";"21563.00000";"21640.00000";"21486.00000";"21564.00000";"0"
"3831";"2017-07-26";"21636.00000";"21687.00000";"21551.00000";"21638.00000";"0"
"3831";"2017-07-27";"21740.00000";"21750.00000";"21632.00000";"21741.00000";"0"
"3831";"2017-07-28";"21707.00000";"21784.00000";"21693.00000";"21779.00000";"0"
"3831";"2017-07-31";"21857.00000";"21876.00000";"21767.00000";"21861.00000";"0"
"3831";"2017-08-01";"21932.00000";"21961.00000";"21885.00000";"21931.00000";"0"
"3831";"2017-08-02";"21972.00000";"21981.00000";"21912.00000";"21965.00000";"0"
"3831";"2017-08-03";"21981.00000";"21989.00000";"21928.00000";"21972.00000";"0"
"3831";"2017-08-04";"21997.00000";"22046.00000";"21969.00000";"22018.00000";"0"
"3831";"2017-08-07";"22066.00000";"22070.00000";"22025.00000";"22062.00000";"0"
"3831";"2017-08-08";"22023.00000";"22132.00000";"22009.00000";"22031.00000";"0"
"3831";"2017-08-09";"22029.00000";"22031.00000";"21961.00000";"22029.00000";"0"
"3831";"2017-08-10";"21817.00000";"22002.00000";"21799.00000";"21815.00000";"0"
"3831";"2017-08-11";"21823.00000";"21884.00000";"21790.00000";"21851.00000";"0"
"3831";"2017-08-14";"21957.00000";"21988.00000";"21903.00000";"21965.00000";"0"
"3831";"2017-08-15";"21988.00000";"22019.00000";"21942.00000";"21983.00000";"0"
"3831";"2017-08-16";"22015.00000";"22067.00000";"21978.00000";"22012.00000";"0"
"3831";"2017-08-17";"21716.00000";"22019.00000";"21690.00000";"21712.00000";"0"
"3831";"2017-08-18";"21738.00000";"21773.00000";"21622.00000";"21667.00000";"0"
"3831";"2017-08-21";"21699.00000";"21702.00000";"21579.00000";"21700.00000";"0"
"3831";"2017-08-22";"21886.00000";"21897.00000";"21710.00000";"21892.00000";"0"
"3831";"2017-08-23";"21793.00000";"21877.00000";"21779.00000";"21781.00000";"0"
"3831";"2017-08-24";"21798.00000";"21863.00000";"21745.00000";"21796.00000";"0"
"3831";"2017-08-25";"21789.00000";"21893.00000";"21757.00000";"21798.00000";"0"
"3831";"2017-08-28";"21751.00000";"21859.00000";"21750.00000";"21792.00000";"0"
"3831";"2017-08-29";"21872.00000";"21879.00000";"21644.00000";"21872.00000";"0"
"3831";"2017-08-30";"21886.00000";"21959.00000";"21832.00000";"21878.00000";"0"
"3831";"2017-08-31";"21976.00000";"21985.00000";"21895.00000";"21967.00000";"0"
"3831";"2017-09-01";"21977.00000";"22037.00000";"21970.00000";"21982.00000";"0"
"3831";"2017-09-04";"21932.00000";"21944.00000";"21897.00000";"21942.00000";"0"
"3831";"2017-09-05";"21781.00000";"21947.00000";"21703.00000";"21768.00000";"0"
"3831";"2017-09-06";"21800.00000";"21844.00000";"21746.00000";"21808.00000";"0"
"3831";"2017-09-07";"21800.00000";"21853.00000";"21747.00000";"21799.00000";"0"
"3831";"2017-09-08";"21791.00000";"21844.00000";"21713.00000";"21819.00000";"0"
"3831";"2017-09-11";"22066.00000";"22077.00000";"21912.00000";"22070.00000";"0"
"3831";"2017-09-12";"22130.00000";"22135.00000";"22067.00000";"22131.00000";"0"
"3831";"2017-09-13";"22118.00000";"22157.00000";"22089.00000";"22150.00000";"0"
"3831";"2017-09-14";"22175.00000";"22178.00000";"22075.00000";"22174.00000";"0"
"3831";"2017-09-15";"22173.00000";"22235.00000";"22149.00000";"22233.00000";"0"
"3831";"2017-09-18";"22299.00000";"22314.00000";"22240.00000";"22299.00000";"0"
"3831";"2017-09-19";"22344.00000";"22343.00000";"22296.00000";"22333.00000";"0"
"3831";"2017-09-20";"22372.00000";"22389.00000";"22274.00000";"22375.00000";"0"
"3831";"2017-09-21";"22326.00000";"22374.00000";"22317.00000";"22332.00000";"0"
"3831";"2017-09-22";"22278.00000";"22325.00000";"22260.00000";"22306.00000";"0"
"3831";"2017-09-25";"22295.00000";"22319.00000";"22174.00000";"22282.00000";"0"
"3831";"2017-09-26";"22250.00000";"22324.00000";"22235.00000";"22251.00000";"0"
"3831";"2017-09-27";"22288.00000";"22326.00000";"22208.00000";"22293.00000";"0"
"3831";"2017-09-28";"22319.00000";"22345.00000";"22237.00000";"22322.00000";"0"
"3831";"2017-09-29";"22325.00000";"22351.00000";"22281.00000";"22346.00000";"0"
"3831";"2017-10-02";"22512.00000";"22520.00000";"22366.00000";"22517.00000";"0"
"3831";"2017-10-03";"22610.00000";"22622.00000";"22524.00000";"22614.00000";"0"
"3831";"2017-10-04";"22597.00000";"22631.00000";"22580.00000";"22606.00000";"0"
"3831";"2017-10-05";"22730.00000";"22744.00000";"22600.00000";"22733.00000";"0"
"3831";"2017-10-06";"22732.00000";"22739.00000";"22680.00000";"22690.00000";"0"
"3831";"2017-10-09";"22707.00000";"22751.00000";"22688.00000";"22713.00000";"0"
"3831";"2017-10-10";"22780.00000";"22799.00000";"22717.00000";"22788.00000";"0"
"3831";"2017-10-11";"22813.00000";"22819.00000";"22758.00000";"22816.00000";"0"
"3831";"2017-10-12";"22786.00000";"22835.00000";"22770.00000";"22794.00000";"0"
"3831";"2017-10-13";"22813.00000";"22852.00000";"22796.00000";"22826.00000";"0"
"3831";"2017-10-16";"22895.00000";"22906.00000";"22833.00000";"22897.00000";"0"
"3831";"2017-10-17";"22964.00000";"22973.00000";"22895.00000";"22961.00000";"0"
"3831";"2017-10-18";"23113.00000";"23124.00000";"22973.00000";"23119.00000";"0"
"3831";"2017-10-19";"23115.00000";"23122.00000";"22951.00000";"23119.00000";"0"
"3831";"2017-10-20";"23196.00000";"23283.00000";"23153.00000";"23276.00000";"0"
"3831";"2017-10-23";"23220.00000";"23320.00000";"23214.00000";"23232.00000";"0"
"3831";"2017-10-24";"23389.00000";"23436.00000";"23249.00000";"23392.00000";"0"
"3831";"2017-10-25";"23311.00000";"23416.00000";"23203.00000";"23312.00000";"0"
"3831";"2017-10-26";"23356.00000";"23404.00000";"23290.00000";"23350.00000";"0"
"3831";"2017-10-27";"23359.00000";"23408.00000";"23297.00000";"23362.00000";"0"
"3831";"2017-10-30";"23290.00000";"23375.00000";"23274.00000";"23290.00000";"0"
"3831";"2017-10-31";"23334.00000";"23352.00000";"23280.00000";"23335.00000";"0"
"3831";"2017-11-01";"23359.00000";"23464.00000";"23330.00000";"23364.00000";"0"
"3831";"2017-11-02";"23455.00000";"23472.00000";"23289.00000";"23458.00000";"0"
"3831";"2017-11-03";"23467.00000";"23494.00000";"23416.00000";"23450.00000";"0"
"3831";"2017-11-06";"23501.00000";"23507.00000";"23434.00000";"23501.00000";"0"
"3831";"2017-11-07";"23461.00000";"23557.00000";"23414.00000";"23478.00000";"0"
"3831";"2017-11-08";"23491.00000";"23507.00000";"23443.00000";"23491.00000";"0"
"3831";"2017-11-09";"23403.00000";"23496.00000";"23260.00000";"23418.00000";"0"
"3831";"2017-11-10";"23444.00000";"23445.00000";"23338.00000";"23384.00000";"0"
"3831";"2017-11-13";"23398.00000";"23418.00000";"23288.00000";"23398.00000";"0"
"3831";"2017-11-14";"23366.00000";"23424.00000";"23231.00000";"23368.00000";"0"
"3831";"2017-11-15";"23260.00000";"23332.00000";"23205.00000";"23259.00000";"0"
"3831";"2017-11-16";"23416.00000";"23464.00000";"23296.00000";"23425.00000";"0"
"3831";"2017-11-17";"23409.00000";"23428.00000";"23305.00000";"23308.00000";"0"
"3831";"2017-11-20";"23398.00000";"23427.00000";"23255.00000";"23401.00000";"0"
"3831";"2017-11-21";"23550.00000";"23586.00000";"23376.00000";"23548.00000";"0"
"3831";"2017-11-22";"23485.00000";"23599.00000";"23476.00000";"23482.00000";"0"
"3831";"2017-11-23";"23502.00000";"23508.00000";"23432.00000";"23489.00000";"0"
"3831";"2017-11-24";"23514.00000";"23569.00000";"23483.00000";"23519.00000";"0"
"3831";"2017-11-27";"23563.00000";"23616.00000";"23483.00000";"23569.00000";"0"
"3831";"2017-11-28";"23804.00000";"23827.00000";"23549.00000";"23805.00000";"0"
"3831";"2017-11-29";"23918.00000";"23946.00000";"23814.00000";"23921.00000";"0"
"3831";"2017-11-30";"24235.00000";"24328.00000";"23935.00000";"24244.00000";"0"
"3831";"2017-12-01";"24258.00000";"24325.00000";"23924.00000";"24229.00000";"0"
"3831";"2017-12-04";"24294.00000";"24536.00000";"24265.00000";"24297.00000";"0"
"3831";"2017-12-05";"24177.00000";"24385.00000";"24154.00000";"24182.00000";"0"
"3831";"2017-12-06";"24167.00000";"24231.00000";"24083.00000";"24174.00000";"0"
"3831";"2017-12-07";"24234.00000";"24263.00000";"24073.00000";"24231.00000";"0"
"3831";"2017-12-08";"24263.00000";"24334.00000";"24230.00000";"24332.00000";"0"
